"EFN","Phy","matched_name","RangeY","domY","mycoY"
1,"Senna paraensis","Senna paraensis",FALSE,FALSE,FALSE
1,"Senna pendula","Senna pendula",TRUE,FALSE,FALSE
1,"Senna pentagonia","Senna pentagonia",FALSE,FALSE,FALSE
1,"Senna phlebadenia","Senna phlebadenia",FALSE,FALSE,FALSE
1,"Senna pilifera","Senna pilifera",TRUE,FALSE,FALSE
1,"Senna pilosior","Senna pilosior",FALSE,FALSE,FALSE
1,"Senna pinheiroi","Senna pinheiroi",TRUE,FALSE,FALSE
1,"Senna pneumatica","Senna pneumatica",FALSE,FALSE,FALSE
1,"Senna polyphylla","Senna polyphylla",FALSE,FALSE,FALSE
1,"Senna praeterita","Senna praeterita",FALSE,FALSE,FALSE
1,"Senna pumilio","Senna pumilio",FALSE,FALSE,FALSE
1,"Senna punoensis","Senna punoensis",FALSE,FALSE,FALSE
1,"Senna purpusii","Senna purpusii",FALSE,FALSE,FALSE
1,"Senna quinquangulata","Senna quinquangulata",TRUE,FALSE,FALSE
1,"Senna reniformis","Senna reniformis",TRUE,FALSE,FALSE
1,"Senna rigida","Senna rigida",FALSE,FALSE,FALSE
1,"Senna ripleyana","Senna ripleyana",FALSE,FALSE,FALSE
1,"Senna rizzinii","Senna rizzinii",FALSE,FALSE,FALSE
1,"Senna robiniifolia","Senna robiniifolia",FALSE,FALSE,FALSE
1,"Senna roemeriana","Senna roemeriana",FALSE,FALSE,FALSE
1,"Senna rostrata","Senna rostrata",FALSE,FALSE,FALSE
1,"Senna rugosa","Senna rugosa",FALSE,FALSE,FALSE
1,"Senna ruiziana","Senna ruiziana",FALSE,FALSE,FALSE
1,"Senna rupununientsis","Senna rupununiensis",FALSE,FALSE,FALSE
1,"Senna santenderensis","Senna santanderensis",FALSE,FALSE,FALSE
1,"Senna scabriuscula","Senna scabriuscula",FALSE,FALSE,FALSE
1,"Senna scandens","Senna scandens",FALSE,FALSE,FALSE
1,"Senna septemtrionalis","Senna septemtrionalis",TRUE,FALSE,FALSE
1,"Senna skinneri","Senna skinneri",FALSE,FALSE,FALSE
1,"Senna smithiana","Senna smithiana",FALSE,FALSE,FALSE
1,"Senna sophora","Senna sophora",FALSE,FALSE,FALSE
1,"Senna spinescens","Senna spinescens",FALSE,FALSE,FALSE
1,"Senna splendida","Senna splendida",TRUE,FALSE,FALSE
1,"Senna stenocarpoides",NA,FALSE,FALSE,FALSE
1,"Senna stenophylla","Senna stenophylla",FALSE,FALSE,FALSE
1,"Senna stipulaceae","Senna stipulacea",FALSE,FALSE,FALSE
1,"Senna subtrijuga","Senna subtrijuga",FALSE,FALSE,FALSE
1,"Senna subulata","Senna subulata",FALSE,FALSE,FALSE
1,"Senna sulfurae","Senna sulfurea",FALSE,FALSE,FALSE
1,"Senna surattensis","Senna surattensis",TRUE,FALSE,FALSE
1,"Senna talpana","Senna talpana",FALSE,FALSE,FALSE
1,"Senna tapajozensis","Senna tapajozensis",TRUE,FALSE,FALSE
1,"Senna tenufolia","Senna tenuifolia",FALSE,FALSE,FALSE
1,"Senna tonduzii","Senna tonduzii",FALSE,FALSE,FALSE
1,"Senna trachypus","Senna trachypus",FALSE,FALSE,FALSE
1,"Senna tranae","Senna trianae",FALSE,FALSE,FALSE
1,"Senna trolliiflora","Senna trolliiflora",FALSE,FALSE,FALSE
1,"Senna tropica","Senna tropica",FALSE,FALSE,FALSE
1,"Senna uncata","Senna uncata",FALSE,FALSE,FALSE
1,"Senna undulata","Senna undulata",FALSE,FALSE,FALSE
1,"Senna uniflora","Senna uniflora",TRUE,FALSE,FALSE
1,"Senna urmenetae","Senna urmenetae",FALSE,FALSE,FALSE
1,"Senna vargasii","Senna vargasii",FALSE,FALSE,FALSE
1,"Senna velutina","Senna velutina",TRUE,FALSE,FALSE
1,"Senna versicolor","Senna versicolor",FALSE,FALSE,FALSE
1,"Senna viciifolia","Senna viciifolia",FALSE,FALSE,FALSE
1,"Senna villosa","Senna villosa",FALSE,FALSE,FALSE
1,"Senna viminea","Senna viminea",FALSE,FALSE,FALSE
1,"Senna weddelliana","Senna weddelliana",FALSE,FALSE,FALSE
1,"Senna williamsii","Senna williamsii",FALSE,FALSE,FALSE
1,"Serianthes sachetae","Serianthes sachetae",FALSE,FALSE,FALSE
1,"Stachyothyrsus stapfiana","Stachyothyrsus stapfiana",FALSE,FALSE,FALSE
1,"Stryphnodendron adstringens","Stryphnodendron adstringens",TRUE,FALSE,FALSE
1,"Stryphnodendron microstachyum","Stryphnodendron microstachyum",TRUE,FALSE,TRUE
1,"Stryphnodendron moricolor","Stryphnodendron moricolor",FALSE,FALSE,FALSE
1,"Stryphnodendron obovatum","Stryphnodendron obovatum",FALSE,FALSE,FALSE
1,"Stryphnodendron occhionianum","Stryphnodendron occhionianum",FALSE,FALSE,FALSE
1,"Stryphnodendron paniculatum","Stryphnodendron paniculatum",TRUE,FALSE,FALSE
1,"Stryphnodendron polyphyllum","Stryphnodendron polyphyllum",FALSE,FALSE,FALSE
1,"Vachellia albicorticata","Vachellia albicorticata",FALSE,FALSE,FALSE
1,"Vachellia aroma","Vachellia aroma",FALSE,FALSE,FALSE
1,"Vachellia astringens","Vachellia astringens",FALSE,FALSE,FALSE
1,"Vachellia baessleria","Vachellia baessleria",FALSE,FALSE,FALSE
1,"Vachellia bravoensis","Vachellia bravoensis",FALSE,FALSE,FALSE
1,"Vachellia californica","Vachellia californica",FALSE,FALSE,FALSE
1,"Vachellia campechiana","Vachellia campechiana",FALSE,FALSE,FALSE
1,"Vachellia caven","Vachellia caven",FALSE,FALSE,FALSE
1,"Vachellia daemon","Vachellia daemon",FALSE,FALSE,FALSE
1,"Vachellia drepanolobium","Vachellia drepanolobium",FALSE,FALSE,FALSE
1,"Vachellia eburnea","Vachellia eburnea",FALSE,FALSE,FALSE
1,"Vachellia macracantha","Vachellia macracantha",FALSE,FALSE,FALSE
1,"Vachellia nilotica","Vachellia nilotica",FALSE,FALSE,FALSE
1,"Vachellia tortuosa","Vachellia tortuosa",FALSE,FALSE,FALSE
1,"Vachellia villaregalis","Vachellia villaregalis",FALSE,FALSE,FALSE
1,"Vicia angustifolia","Vicia angustifolia",FALSE,FALSE,FALSE
1,"Vicia cracca","Vicia cracca",TRUE,FALSE,TRUE
1,"Vicia faba","Vicia faba",TRUE,FALSE,TRUE
1,"Vicia glauca","Vicia glauca",FALSE,FALSE,FALSE
1,"Vicia hirsuta","Vicia hirsuta",TRUE,FALSE,TRUE
1,"Vicia narbonensis","Vicia narbonensis",TRUE,FALSE,FALSE
1,"Vicia sativa","Vicia sativa",TRUE,FALSE,TRUE
1,"Vicia sepium","Vicia sepium",TRUE,FALSE,TRUE
1,"Vicia villosa","Vicia villosa",TRUE,FALSE,TRUE
1,"Vigna luteola","Vigna luteola",TRUE,FALSE,TRUE
1,"Vigna sesquipedalis","Vigna sesquipedalis",FALSE,FALSE,FALSE
1,"Vigna sinensis","Vigna sinensis",FALSE,FALSE,FALSE
1,"Vigna unguiculata","Vigna unguiculata",TRUE,FALSE,TRUE
1,"Wallaceodendron celebicum","Wallaceodendron celebicum",TRUE,FALSE,FALSE
1,"Weberbauerella celebicum",NA,FALSE,FALSE,FALSE
1,"Acacia doratoxylon","Acacia acuminata",TRUE,FALSE,FALSE
1,"Acacia anceps","Acacia complanata",TRUE,FALSE,FALSE
1,"Acacia falcata","Acacia falcata",TRUE,FALSE,FALSE
1,"Acacia heterophylla","Acacia koa",TRUE,FALSE,FALSE
1,"Acacia latifolia","Acacia melanoxylon",TRUE,FALSE,FALSE
1,"Acacia rostellifera","Acacia microbotrya",TRUE,FALSE,FALSE
1,"Acacia amoena","Acacia rubida",TRUE,FALSE,FALSE
1,"Acacia verticillata","Acacia ulicifolia",TRUE,FALSE,FALSE
1,"Acacia elata","Albizia procera",TRUE,FALSE,FALSE
1,"Albizia pedicellaris","Balizia pedicellaris",TRUE,FALSE,FALSE
1,"Brownea ariza","Brownea grandiceps",TRUE,FALSE,FALSE
1,"Crotalaria pumila","Crotalaria pumila",TRUE,FALSE,FALSE
1,"Enterolobium ellipticum","Enterolobium gummiferum",TRUE,FALSE,FALSE
1,"Erythrina suberosa","Erythrina abyssinica",TRUE,FALSE,FALSE
1,"Erythrina speciosa","Erythrina crista-galli",TRUE,FALSE,FALSE
1,"Erythrina corallodendron","Erythrina variegata",TRUE,FALSE,FALSE
1,"Inga vera","Inga edulis",TRUE,FALSE,FALSE
1,"Inga codonantha","Inga ornata",TRUE,FALSE,FALSE
1,"Inga pavoniana","Inga sapindoides",TRUE,FALSE,FALSE
1,"Caesalpinia ferrea","Libidibia ferrea",TRUE,FALSE,TRUE
1,"Acacia dolichostachya","Mariosousa dolichostachya",TRUE,FALSE,FALSE
1,"Parkia panurensis","Parkia pectinata",TRUE,FALSE,FALSE
1,"Piptadenia obliqua","Pityrocarpa obliqua",TRUE,FALSE,FALSE
1,"Acacia bonariensis","Senegalia bonariensis",TRUE,FALSE,FALSE
1,"Acacia catechu","Senegalia catechu",TRUE,FALSE,FALSE
1,"Acacia modesta","Senegalia modesta",TRUE,FALSE,FALSE
1,"Acacia velutina","Senegalia velutina",TRUE,FALSE,FALSE
1,"Acacia aroma","Vachellia aroma",TRUE,FALSE,FALSE
1,"Acacia caven","Vachellia caven",TRUE,FALSE,FALSE
1,"Acacia drepanolobium","Vachellia drepanolobium",FALSE,TRUE,FALSE
1,"Acacia macracantha","Vachellia macracantha",TRUE,FALSE,FALSE
1,"Acacia nilotica","Vachellia nilotica",TRUE,FALSE,FALSE
1,"Vicia parviflora","Vicia hirsuta",TRUE,FALSE,FALSE
