"EFN","Phy","matched_name"
1,"Pyrostegia puberula","Pyrostegia venusta"
1,"Pyrostegia amabilis","Pyrostegia venusta"
1,"Pyrostegia tubulosa","Pyrostegia venusta"
1,"Pyrostegia parvifolia","Pyrostegia venusta"
1,"Pyrostegia ignea","Pyrostegia venusta"
1,"Pyrostegia reticulata","Pyrostegia venusta"
1,"Tynanthus igneus","Pyrostegia venusta"
1,"Bignonia venusta","Pyrostegia venusta"
1,"Pyrostegia dichotoma","Pyrostegia venusta"
1,"Bignonia tubulosa","Pyrostegia venusta"
1,"Bignonia tecomiflora","Pyrostegia venusta"
1,"Bignonia ignea","Pyrostegia venusta"
1,"Tecoma venusta","Pyrostegia venusta"
1,"Jacaranda echinata","Pyrostegia venusta"
1,"Qualea microphylla","Qualea gestasiana"
1,"Qualea ecalcarata","Qualea grandiflora"
1,"Schuechia brasiliensis","Qualea grandiflora"
1,"Agardhia grandiflora","Qualea grandiflora"
1,"Lozania grandiflora","Qualea grandiflora"
1,"Quassia pumila","Quassia amara"
1,"Quassia officinalis","Quassia amara"
1,"Quercus nigrescens","Quercus alba"
1,"Quercus retusa","Quercus alba"
1,"Quercus ramosa","Quercus alba"
1,"Quercus candida","Quercus alba"
1,"Quercus repanda","Quercus alba"
1,"Spathodea glandulosa","Radermachera glandulosa"
1,"Bignonia porteriana","Radermachera glandulosa"
1,"Stereospermum glandulosum","Radermachera glandulosa"
1,"Radermachera stricta","Radermachera glandulosa"
1,"Lagaropyxis glandulosa","Radermachera glandulosa"
1,"Hibiscus farragei","Radyera farragei"
1,"Hibiscus cucurbitinus","Radyera urens"
1,"Hibiscus burchelli","Radyera urens"
1,"Allenia urena","Radyera urens"
1,"Hibiscus urens","Radyera urens"
1,"Polygonum pictum","Reynoutria japonica"
1,"Polygonum zuccarinii","Reynoutria japonica"
1,"Polygonum sieboldii","Reynoutria japonica"
1,"Reynoutria uzenensis","Reynoutria japonica"
1,"Reynoutria yabeana","Reynoutria japonica"
1,"Polygonum cuspidatum","Reynoutria japonica"
1,"Tiniaria japonica","Reynoutria japonica"
1,"Polygonum japonicum","Reynoutria japonica"
1,"Pleuropterus zuccarinii","Reynoutria japonica"
1,"Polygonum hachidyoense","Reynoutria japonica"
1,"Pleuropterus cuspidatus","Reynoutria japonica"
1,"Reynoutria henryi","Reynoutria japonica"
1,"Reynoutria hastata","Reynoutria japonica"
1,"Fallopia japonica","Reynoutria japonica"
1,"Reynoutria hachijoensis","Reynoutria japonica"
1,"Reynoutria hachidyoensis","Reynoutria japonica"
1,"Polygonum reynoutria","Reynoutria japonica"
1,"Rhipsalis floribunda","Rhipsalis teres"
1,"Rhipsalis virgata","Rhipsalis teres"
1,"Rhipsalis pendula","Rhipsalis teres"
1,"Rhipsalis conferta","Rhipsalis teres"
1,"Hariota riedeliana","Rhipsalis teres"
1,"Rhipsalis alboareolata","Rhipsalis teres"
1,"Rhipsalis heteroclada","Rhipsalis teres"
1,"Hariota teres","Rhipsalis teres"
1,"Rhipsalis gracilis","Rhipsalis teres"
1,"Rhipsalis capilliformis","Rhipsalis teres"
1,"Rhipsalis riedeliana","Rhipsalis teres"
1,"Cactus teres","Rhipsalis teres"
1,"Rhipsalis clavellina","Rhipsalis teres"
1,"Rhipsalis prismatica","Rhipsalis teres"
1,"Hariota conferta","Rhipsalis teres"
1,"Hariota prismatica","Rhipsalis teres"
1,"Rhipsalis maricaensis","Rhipsalis teres"
1,"Nomismia capitata","Rhynchosia capitata"
1,"Glycine capitata","Rhynchosia capitata"
1,"Dolicholus minimus","Rhynchosia minima"
1,"Dolichos minimus","Rhynchosia minima"
1,"Nomismia nummularia","Rhynchosia nummularia"
1,"Glycine nummularia","Rhynchosia nummularia"
1,"Ribes domesticum","Ribes rubrum"
1,"Ribes pendulum","Ribes rubrum"
1,"Ribes vinosum","Ribes rubrum"
1,"Ribes fleischmannii","Ribes rubrum"
1,"Ribes albicans","Ribes rubrum"
1,"Ribes hladnickianum","Ribes rubrum"
1,"Ribes sylvestre","Ribes rubrum"
1,"Ribes vulgare","Ribes rubrum"
1,"Ribes baicalense","Ribes rubrum"
1,"Ribes albescens","Ribes rubrum"
1,"Ribes auriculatum","Ribes rubrum"
1,"Ribes smidtianum","Ribes rubrum"
1,"Ribes sibiricum","Ribes rubrum"
1,"Ribes racemosum","Ribes rubrum"
1,"Ribes sativum","Ribes rubrum"
1,"Ribes houghtonianum","Ribes rubrum"
1,"Ribes hortense","Ribes rubrum"
1,"Ribesium rubrum","Ribes rubrum"
1,"Ribes acidum","Ribes rubrum"
1,"Ribes glabrum","Ribes rubrum"
1,"Ribes macrocarpum","Ribes rubrum"
1,"Grossularia rubra","Ribes rubrum"
1,"Ribes acerifolium","Ribes rubrum"
1,"Ribes albovirens","Ribes rubrum"
1,"Ribes carneum","Ribes rubrum"
1,"Ribes officinarum","Ribes rubrum"
1,"Ricinus zanzibarensis","Ricinus communis"
1,"Cataputia major","Ricinus communis"
1,"Ricinus purpurascens","Ricinus communis"
1,"Ricinus macrophyllus","Ricinus communis"
1,"Ricinus africanus","Ricinus communis"
1,"Ricinus gibsonii","Ricinus communis"
1,"Ricinus rutilans","Ricinus communis"
1,"Ricinus giganteus","Ricinus communis"
1,"Ricinus minor","Ricinus communis"
1,"Ricinus hybridus","Ricinus communis"
1,"Ricinus angulatus","Ricinus communis"
1,"Ricinus rugosus","Ricinus communis"
1,"Ricinus vulgaris","Ricinus communis"
1,"Ricinus digitatus","Ricinus communis"
1,"Ricinus laevis","Ricinus communis"
1,"Ricinus microcarpus","Ricinus communis"
1,"Cataputia minor","Ricinus communis"
1,"Ricinus vulgaris","Ricinus communis"
1,"Ricinus lividus","Ricinus communis"
1,"Ricinus krappa","Ricinus communis"
1,"Ricinus spectabilis","Ricinus communis"
1,"Ricinus cambodgensis","Ricinus communis"
1,"Ricinus glaucus","Ricinus communis"
1,"Ricinus metallicus","Ricinus communis"
1,"Ricinus zanzibarinus","Ricinus communis"
1,"Croton spinosus","Ricinus communis"
1,"Ricinus viridis","Ricinus communis"
1,"Ricinus persicus","Ricinus communis"
1,"Ricinus leucocarpus","Ricinus communis"
1,"Ricinus borboniensis","Ricinus communis"
1,"Ricinus speciosus","Ricinus communis"
1,"Ricinus megalosperma","Ricinus communis"
1,"Ricinus europaeus","Ricinus communis"
1,"Ricinus perennis","Ricinus communis"
1,"Ricinus urens","Ricinus communis"
1,"Ricinus obermannii","Ricinus communis"
1,"Ricinus japonicus","Ricinus communis"
1,"Ricinus scaber","Ricinus communis"
1,"Ricinus medius","Ricinus communis"
1,"Ricinus badius","Ricinus communis"
1,"Ricinus undulatus","Ricinus communis"
1,"Ricinus peltatus","Ricinus communis"
1,"Ricinus messeniacus","Ricinus communis"
1,"Ricinus macrocarpus","Ricinus communis"
1,"Ricinus nanus","Ricinus communis"
1,"Ricinus medicus","Ricinus communis"
1,"Ricinus atropurpureus","Ricinus communis"
1,"Ricinus sanguineus","Ricinus communis"
1,"Ricinus ruber","Ricinus communis"
1,"Ricinus tunisensis","Ricinus communis"
1,"Ricinus armatus","Ricinus communis"
1,"Ricinus inermis","Ricinus communis"
1,"Ricinus compactus","Ricinus communis"
1,"Argyreia uniflora","Rivea hypocrateriformis"
1,"Lettsomia uniflora","Rivea hypocrateriformis"
1,"Lettsomia bona-nox","Rivea hypocrateriformis"
1,"Ipomoea hypocrateriformis","Rivea hypocrateriformis"
1,"Rivea fragrans","Rivea hypocrateriformis"
1,"Convolvulus hypoleucus","Rivea hypocrateriformis"
1,"Rivea bona-nox","Rivea hypocrateriformis"
1,"Convolvulus candicans","Rivea hypocrateriformis"
1,"Argyreia bona-nox","Rivea hypocrateriformis"
1,"Modesta coriacea","Rivea hypocrateriformis"
1,"Convolvulus hypocrateriformis","Rivea hypocrateriformis"
1,"Mallotus angustifolius","Rockinghamia angustifolia"
1,"Symbolanthus quelchii","Rogersonanthus quelchii"
1,"Lisianthius quelchii","Rogersonanthus quelchii"
1,"Macrocarpaea quelchii","Rogersonanthus quelchii"
1,"Irlbachia quelchii","Rogersonanthus quelchii"
1,"Rosa banksiae simplex","Rosa banksiae"
1,"Rosa inermis","Rosa banksiae"
1,"Rosa banksiana","Rosa banksiae"
1,"Rosa banksiae florepleno","Rosa banksiae"
1,"Rosa banksiae pleno-albo","Rosa banksiae"
1,"Rosa banksiana","Rosa banksiae"
1,"Rosa johannensis","Rosa blanda"
1,"Rosa rousseauiorum","Rosa blanda"
1,"Rosa blanda carpohispida","Rosa blanda"
1,"Rosa subblanda","Rosa blanda"
1,"Rosa williamsii","Rosa blanda"
1,"Rosa gemella","Rosa blanda"
1,"Rosa blanda glandulosa","Rosa blanda"
1,"Rosa turgida","Rosa blanda"
1,"Rosa dasistema","Rosa blanda"
1,"Rosa acicularioides","Rosa blanda"
1,"Rosa blanda subgeminata","Rosa blanda"
1,"Rosa blanda nuda","Rosa blanda"
1,"Rosa fraxinea","Rosa blanda"
1,"Rosa lucida","Rosa bracteata"
1,"Rosa macartnea","Rosa bracteata"
1,"Ernestella bracteata","Rosa bracteata"
1,"Rosa semperflorens carnea","Rosa chinensis"
1,"Rosa semperflorens carnea","Rosa chinensis"
1,"Rosa semperflorens minor","Rosa chinensis"
1,"Rosa bengalensis chinensis","Rosa chinensis"
1,"Rosa diversifolia","Rosa chinensis"
1,"Rosa lawranceana","Rosa chinensis"
1,"Rosa longifolia","Rosa chinensis"
1,"Rosa nanula","Rosa chinensis"
1,"Rosa nankinensis","Rosa chinensis"
1,"Rosa rouletii","Rosa chinensis"
1,"Rosa chinensis semperflorens","Rosa chinensis"
1,"Rosa indica","Rosa chinensis"
1,"Rosa indica","Rosa chinensis"
1,"Rosa monstrosa","Rosa chinensis"
1,"Rosa bengalensis odoratissima","Rosa chinensis"
1,"Rosa chinensis viridiflora","Rosa chinensis"
1,"Rosa bengalensis","Rosa chinensis"
1,"Rosa bengalensis odorata","Rosa chinensis"
1,"Rosa semperflorens","Rosa chinensis"
1,"Rosa sinica","Rosa chinensis"
1,"Rosa laurentiae","Rosa chinensis"
1,"Rosa semperflorens simplex","Rosa chinensis"
1,"Rosa indica pumila","Rosa chinensis"
1,"Rosa polyanthos","Rosa multiflora"
1,"Rosa fenestrata","Rosa setigera"
1,"Rosa cursor","Rosa setigera"
1,"Rosa trifoliata","Rosa setigera"
1,"Rosa kentukensis","Rosa setigera"
1,"Rosa setigera glabra","Rosa setigera"
1,"Rosa mutabilis","Rosa setigera"
1,"Dipteracanthus brachysiphon","Ruellia brachysiphon"
1,"Ruellia humilis","Ruellia bulbifera"
1,"Dipteracanthus tuberosus","Ruellia bulbifera"
1,"Ruellia loefgrenii","Ruellia bulbifera"
1,"Siphonacanthus erythropus","Ruellia erythropus"
1,"Ruellia velascana","Ruellia erythropus"
1,"Blechum mexicanum","Ruellia erythropus"
1,"Ruellia tweediei","Ruellia erythropus"
1,"Blechum tweediei","Ruellia erythropus"
1,"Ruellia modesta","Ruellia erythropus"
1,"Ruellia mattogrossensis","Ruellia erythropus"
1,"Pentstemonacanthus modestus","Ruellia erythropus"
1,"Ruellia pubiflora","Ruellia erythropus"
1,"Dipteracanthus hypericoides","Ruellia hypericoides"
1,"Dipteracanthus multifolius","Ruellia multifolia"
1,"Souroubea pileata","Ruyschia pilophora"
1,"Souroubea pilophora","Ruyschia pilophora"
1,"Sachsia bahamensis","Sachsia polycephala"
1,"Placus polycephalus","Sachsia polycephala"
1,"Sachsia divaricata","Sachsia polycephala"
1,"Houmiri gabonensis","Sacoglottis gabonensis"
1,"Aubrya gabonensis","Sacoglottis gabonensis"
1,"Salix pallida","Salix alba"
1,"Argorips alba","Salix alba"
1,"Amerina missurica","Salix amygdaloides"
1,"Pleiarina amygdaloides","Salix amygdaloides"
1,"Salix virgata","Salix amygdaloides"
1,"Salix pitcheriana","Salix caroliniana"
1,"Pleiarina caroliniana","Salix caroliniana"
1,"Salix amphibia","Salix caroliniana"
1,"Salix wardii","Salix caroliniana"
1,"Amerina caroliniana","Salix caroliniana"
1,"Salix longipes","Salix caroliniana"
1,"Salix harbisonii","Salix caroliniana"
1,"Salix occidentalis","Salix caroliniana"
1,"Salix wardii","Salix caroliniana"
1,"Salix lavendulifolia","Salix eleagnos"
1,"Salix rorismarinifolia","Salix eleagnos"
1,"Salix linearis","Salix eleagnos"
1,"Salix oleifolia","Salix eleagnos"
1,"Salix viminalis","Salix eleagnos"
1,"Salix patula","Salix eleagnos"
1,"Salix otites","Salix eleagnos"
1,"Salix asplenifolia","Salix eleagnos"
1,"Salix riparia","Salix eleagnos"
1,"Salix kerneri","Salix eleagnos"
1,"Salix salviifolia","Salix eleagnos"
1,"Salix incana","Salix eleagnos"
1,"Salix angustifolia","Salix eleagnos"
1,"Salix cyllenea","Salix eleagnos"
1,"Salix hircina","Salix eleagnos"
1,"Salix longebracteata","Salix eleagnos"
1,"Salix affinis","Salix eleagnos"
1,"Psatherips × fragilis","Salix fragilis"
1,"Salix × pendula","Salix fragilis"
1,"Oisodix × decipiens","Salix fragilis"
1,"Salix × decipiens","Salix fragilis"
1,"Pleiarina lucida","Salix lucida"
1,"Diplusion lucida","Salix lucida"
1,"Salix pentandra","Salix lucida"
1,"Diplima lucida","Salix lucida"
1,"Salix caudata","Salix lucida"
1,"Salix lyallii","Salix lucida"
1,"Salix pallescens","Salix lucida"
1,"Salix rosmarinifolia","Salix petiolaris"
1,"Salix rosmarinifolia","Salix petiolaris"
1,"Salix subsericea","Salix petiolaris"
1,"Salix subsericea","Salix petiolaris"
1,"Salix gracilis","Salix petiolaris"
1,"Usionis petiolaris","Salix petiolaris"
1,"Niota lamarkiana","Samadera indica"
1,"Locandi madagascariensis","Samadera indica"
1,"Locandi indica","Samadera indica"
1,"Niota commersonii","Samadera indica"
1,"Locandi lucida","Samadera indica"
1,"Locandi mekongensis","Samadera indica"
1,"Locandi merguensis","Samadera indica"
1,"Locandi pendula","Samadera indica"
1,"Niota lucida","Samadera indica"
1,"Manungala pendula","Samadera indica"
1,"Locandi glandulifera","Samadera indica"
1,"Samadera brevipetala","Samadera indica"
1,"Samadera glandulifera","Samadera indica"
1,"Niota pendula","Samadera indica"
1,"Vitmannia lucida","Samadera indica"
1,"Vitmannia elliptica","Samadera indica"
1,"Samadera madagascariensis","Samadera indica"
1,"Niota tetrapetala","Samadera indica"
1,"Samadera mekongensis","Samadera indica"
1,"Samadera tetrapetala","Samadera indica"
1,"Quassia indica","Samadera indica"
1,"Simaba indica","Samadera indica"
1,"Samadera pentapetala","Samadera indica"
1,"Niota pentapetala","Samadera indica"
1,"Samadera lucida","Samadera indica"
1,"Sambucus bipinnata","Sambucus canadensis"
1,"Sambucus eberhardtii","Sambucus canadensis"
1,"Sambucus planteriensis","Sambucus canadensis"
1,"Sambucus plantierensis","Sambucus canadensis"
1,"Sambucus humilis","Sambucus canadensis"
1,"Sambucus simpsonii","Sambucus canadensis"
1,"Aralia sololensis","Sambucus canadensis"
1,"Sambucus orbiculata","Sambucus canadensis"
1,"Sambucus rehderiana","Sambucus canadensis"
1,"Sambucus repens","Sambucus canadensis"
1,"Sambucus humilis","Sambucus ebulus"
1,"Sambucus paucijuga","Sambucus ebulus"
1,"Sambucus herbacea","Sambucus ebulus"
1,"Viburnum ebulus","Sambucus ebulus"
1,"Sambucus deborensis","Sambucus ebulus"
1,"Ebulum humile","Sambucus ebulus"
1,"Ebulum javanicum","Sambucus javanica"
1,"Sambucus hirta","Sambucus nigra"
1,"Sambucus pulverulenta","Sambucus nigra"
1,"Sambucus alba","Sambucus nigra"
1,"Sambucus leucocarpa","Sambucus nigra"
1,"Sambucus columnaris","Sambucus nigra"
1,"Sambucus laciniata","Sambucus nigra"
1,"Sambucus rotundifolia","Sambucus nigra"
1,"Sambucus nigra filifolia","Sambucus nigra"
1,"Sambucus pyramidata","Sambucus nigra"
1,"Sambucus aurea","Sambucus nigra"
1,"Sambucus elegans","Sambucus nigra"
1,"Sambucus nigra fastigiata","Sambucus nigra"
1,"Sambucus medullosa","Sambucus nigra"
1,"Sambucus lucida","Sambucus nigra"
1,"Sambucus dissecta","Sambucus nigra"
1,"Sambucus linearis","Sambucus nigra"
1,"Sambucus arborescens","Sambucus nigra"
1,"Sambucus nigra pendula-nova","Sambucus nigra"
1,"Sambucus monstrosa","Sambucus nigra"
1,"Sambucus florida","Sambucus nigra"
1,"Sambucus virescens","Sambucus nigra"
1,"Sambucus floribunda","Sambucus nigra"
1,"Sambucus vulgaris","Sambucus nigra"
1,"Sambucus glabrescens","Sambucus sieboldiana"
1,"Sambucus barbinervis","Sambucus williamsii"
1,"Sambucus microsperma","Sambucus williamsii"
1,"Sambucus potaninii","Sambucus williamsii"
1,"Sambucus latipinna","Sambucus williamsii"
1,"Sambucus manshurica","Sambucus williamsii"
1,"Sambucus junnanica","Sambucus williamsii"
1,"Sambucus peninsularis","Sambucus williamsii"
1,"Sambucus foetidissima","Sambucus williamsii"
1,"Sambucus coreana","Sambucus williamsii"
1,"Sambucus buergeriana","Sambucus williamsii"
1,"Sapium claussenianum","Sapium glandulosum"
1,"Sapium moritzianum","Sapium glandulosum"
1,"Excoecaria marginata","Sapium glandulosum"
1,"Sapium prunifolium","Sapium glandulosum"
1,"Stillingia aucuparia","Sapium glandulosum"
1,"Excoecaria occidentalis","Sapium glandulosum"
1,"Hippomane aucuparia","Sapium glandulosum"
1,"Sapium saltense","Sapium glandulosum"
1,"Sapium aucuparium","Sapium glandulosum"
1,"Sapium aucuparium","Sapium glandulosum"
1,"Hippomane biglandulosa","Sapium glandulosum"
1,"Sapium serratum","Sapium glandulosum"
1,"Sapium poeppigii","Sapium glandulosum"
1,"Sapium giganteum","Sapium glandulosum"
1,"Sapium leptadenium","Sapium glandulosum"
1,"Hippomane zeocca","Sapium glandulosum"
1,"Sapium naiguatense","Sapium glandulosum"
1,"Sapium pittieri","Sapium glandulosum"
1,"Hippomane fruticosa","Sapium glandulosum"
1,"Sapium submarginatum","Sapium glandulosum"
1,"Stillingia dracunculoides","Sapium glandulosum"
1,"Sapium izabalense","Sapium glandulosum"
1,"Stillingia prunifolia","Sapium glandulosum"
1,"Sapium muelleri","Sapium glandulosum"
1,"Stillingia biglandulosa","Sapium glandulosum"
1,"Sapium punctatum","Sapium glandulosum"
1,"Sapium biglandulosum","Sapium glandulosum"
1,"Sapium paranaense","Sapium glandulosum"
1,"Excoecaria biglandulosa","Sapium glandulosum"
1,"Sapium lanceolatum","Sapium glandulosum"
1,"Sapium aureum","Sapium glandulosum"
1,"Sapium glandulatum","Sapium glandulosum"
1,"Sapium aubletianum","Sapium glandulosum"
1,"Excoecaria suberosa","Sapium glandulosum"
1,"Sapium taburu","Sapium glandulosum"
1,"Hippomane glandulosa","Sapium glandulosum"
1,"Sapium subserratum","Sapium glandulosum"
1,"Excoecaria obtusiloba","Sapium glandulosum"
1,"Sapium intercedens","Sapium glandulosum"
1,"Sapium occidentale","Sapium glandulosum"
1,"Sapium suberosum","Sapium glandulosum"
1,"Sapium moaense","Sapium glandulosum"
1,"Stillingia haematantha","Sapium glandulosum"
1,"Stillingia hippomane","Sapium glandulosum"
1,"Sapium cremostachyum","Sapium glandulosum"
1,"Sapium schippii","Sapium glandulosum"
1,"Sapium hippomane","Sapium glandulosum"
1,"Sapium pohlianum","Sapium glandulosum"
1,"Sapium paucistamineum","Sapium glandulosum"
1,"Sapium obtusilobum","Sapium glandulosum"
1,"Sapium klotzschianum","Sapium glandulosum"
1,"Sapium marginatum","Sapium glandulosum"
1,"Sapium bogotense","Sapium glandulosum"
1,"Sapium nitidum","Sapium glandulosum"
1,"Excoecaria aerea","Sapium glandulosum"
1,"Stillingia marginata","Sapium glandulosum"
1,"Sapium integrifolium","Sapium glandulosum"
1,"Sapium salicifolium","Sapium glandulosum"
1,"Sapium hemsleyanum","Sapium glandulosum"
1,"Sapium itzanum","Sapium glandulosum"
1,"Sapium oligoneurum","Sapium glandulosum"
1,"Sapium sulciferum","Sapium glandulosum"
1,"Sapium pycnostachys","Sapium glandulosum"
1,"Sapium jamaicense","Sapium glandulosum"
1,"Sapium hamatum","Sapium glandulosum"
1,"Sapium montevidense","Sapium glandulosum"
1,"Sapium caribaeum","Sapium glandulosum"
1,"Sapium aereum","Sapium glandulosum"
1,"Omphalea glandulata","Sapium glandulosum"
1,"Sapium albomarginatum","Sapium glandulosum"
1,"Sapium fendleri","Sapium glandulosum"
1,"Sapiopsis cremostachys","Sapium glandulosum"
1,"Sapium endlicherianum","Sapium glandulosum"
1,"Sapium guaricense","Sapium glandulosum"
1,"Sapium pavonianum","Sapium glandulosum"
1,"Sapium obtusatum","Sapium glandulosum"
1,"Sapium fragile","Sapium glandulosum"
1,"Sapium petiolare","Sapium glandulosum"
1,"Sapium alainianum","Sapium glandulosum"
1,"Sapium ixiamasense","Sapium glandulosum"
1,"Sapium utile","Sapium laurifolium"
1,"Sapium pleiostachys","Sapium laurifolium"
1,"Sapium brownei","Sapium laurifolium"
1,"Stillingia laurifolia","Sapium laurifolium"
1,"Sapium anadenum","Sapium laurifolium"
1,"Sapium decipiens","Sapium laurifolium"
1,"Sapium eglandulosum","Sapium laurifolium"
1,"Excoecaria macrocarpa","Sapium macrocarpum"
1,"Sapium pedicellatum","Sapium macrocarpum"
1,"Sapium mexicanum","Sapium macrocarpum"
1,"Sapium dolichostachys","Sapium macrocarpum"
1,"Sapium bourgeaui","Sapium macrocarpum"
1,"Sapium thelocarpum","Sapium macrocarpum"
1,"Sapium caudatum","Sapium pachystachys"
1,"Saraca crassifolia","Saraca declinata"
1,"Saraca zollingeriana","Saraca declinata"
1,"Saraca palembanica","Saraca declinata"
1,"Saraca obtusifolia","Saraca declinata"
1,"Saraca macroptera","Saraca declinata"
1,"Saraca longistyla","Saraca declinata"
1,"Saraca thorelii","Saraca declinata"
1,"Saraca lanceolata","Saraca declinata"
1,"Jonesia palembanica","Saraca declinata"
1,"Saraca elmeri","Saraca declinata"
1,"Saraca elegans","Saraca declinata"
1,"Jonesia declinata","Saraca declinata"
1,"Jonesia javanica","Saraca declinata"
1,"Saraca biglandulosa","Saraca declinata"
1,"Jonesia macroptera","Saraca declinata"
1,"Sarracenia intermedia","Sarracenia alata"
1,"Sarracenia sledgei","Sarracenia alata"
1,"Sarracenia crispata","Sarracenia alata"
1,"Schultesia apiculata","Schultesia brachyptera"
1,"Schultesia heterophylla","Schultesia brachyptera"
1,"Schultesia hassleriana","Schultesia brachyptera"
1,"Schultesia hayesii","Schultesia brachyptera"
1,"Schultesia neuroptera","Schultesia brachyptera"
1,"Pediocactus glaucus","Sclerocactus glaucus"
1,"Echinocactus glaucus","Sclerocactus glaucus"
1,"Echinocactus subglaucus","Sclerocactus glaucus"
1,"Sclerocactus franklinii","Sclerocactus glaucus"
1,"Ferocactus glaucus","Sclerocactus glaucus"
1,"Mammillaria papyracantha","Sclerocactus papyracanthus"
1,"Toumeya papyracantha","Sclerocactus papyracanthus"
1,"Papyrocactus papyracanthus","Sclerocactus papyracanthus"
1,"Pediocactus papyracanthus","Sclerocactus papyracanthus"
1,"Echinocactus papyracanthus","Sclerocactus papyracanthus"
1,"Pediocactus scheeri","Sclerocactus scheeri"
1,"Echinocactus scheeri","Sclerocactus scheeri"
1,"Ancistrocactus megarhizus","Sclerocactus scheeri"
1,"Ferocactus scheeri","Sclerocactus scheeri"
1,"Roseia castanedae","Sclerocactus scheeri"
1,"Ancistrocactus scheeri","Sclerocactus scheeri"
1,"Echinocactus megarrhizus","Sclerocactus scheeri"
1,"Echinocactus whipplei","Sclerocactus whipplei"
1,"Ferocactus whipplei","Sclerocactus whipplei"
1,"Pediocactus whipplei","Sclerocactus whipplei"
1,"Phoberos rhinanthera","Scolopia macrophylla"
1,"Scolopia maritima","Scolopia macrophylla"
1,"Phoberos macrophyllus","Scolopia macrophylla"
1,"Phoberos maritima","Scolopia macrophylla"
1,"Scolopia rhinanthera","Scolopia macrophylla"
1,"Phoberos roxburghii","Scolopia spinosa"
1,"Ludia spinosa","Scolopia spinosa"
1,"Scolopia roxburghii","Scolopia spinosa"
1,"Scolopia fragrans","Scolopia spinosa"
1,"Gymnanthes discolor","Sebastiania klotzschiana"
1,"Gymnanthes klotzschiana","Sebastiania klotzschiana"
1,"Sebastiania commersoniana","Sebastiania klotzschiana"
1,"Sebastiania brachyclada","Sebastiania klotzschiana"
1,"Stillingia cremostachys","Sebastiania klotzschiana"
1,"Excoecaria glauca","Sebastiania klotzschiana"
1,"Gymnanthes brachyclada","Sebastiania klotzschiana"
1,"Gymnanthes marginata","Sebastiania klotzschiana"
1,"Excoecaria marginata","Sebastiania klotzschiana"
1,"Excoecaria discolor","Sebastiania klotzschiana"
1,"Actinostemon unciformis","Sebastiania klotzschiana"
1,"Adenogyne discolor","Sebastiania klotzschiana"
1,"Adenogyne brachyclada","Sebastiania klotzschiana"
1,"Adenogyne marginata","Sebastiania klotzschiana"
1,"Stillingia commersoniana","Sebastiania klotzschiana"
1,"Elsota elliptica","Securidaca elliptica"
1,"Securidaca scandens","Securidaca virgata"
1,"Elsota virgata","Securidaca virgata"
1,"Securidaca obcordata","Securidaca virgata"
1,"Acacia bonariensis","Senegalia bonariensis"
1,"Mimosa catechu","Senegalia catechu"
1,"Mimosa spinosissima","Senegalia catechu"
1,"Mimosa cate","Senegalia catechu"
1,"Mimosa catechuoides","Senegalia catechu"
1,"Acacia catechu","Senegalia catechu"
1,"Acacia wallichiana","Senegalia catechu"
1,"Acacia catechuoides","Senegalia catechu"
1,"Acacia etilis","Senegalia etilis"
1,"Acacia furcata","Senegalia gilliesii"
1,"Acacia furcatispina","Senegalia gilliesii"
1,"Acacia gilliesii","Senegalia gilliesii"
1,"Manganaroa furcata","Senegalia gilliesii"
1,"Acacia kelloggiana","Senegalia kelloggiana"
1,"Acacia klugii","Senegalia klugii"
1,"Acacia macbridei","Senegalia macbridei"
1,"Acacia modesta","Senegalia modesta"
1,"Mimosa dumosa","Senegalia modesta"
1,"Mimosa obovata","Senegalia modesta"
1,"Acacia dumetorum","Senegalia monacantha"
1,"Manganaroa monacantha","Senegalia monacantha"
1,"Acacia monacantha","Senegalia monacantha"
1,"Acacia velutina","Senegalia monacantha"
1,"Acacia rojasii","Senegalia monacantha"
1,"Mimosa dumetorum","Senegalia monacantha"
1,"Mimosa monacantha","Senegalia monacantha"
1,"Senegalia glomerosa","Senegalia polyphylla"
1,"Senegalia langlassei","Senegalia polyphylla"
1,"Acacia langlassei","Senegalia polyphylla"
1,"Senegalia tomentella","Senegalia polyphylla"
1,"Acacia polyphylla","Senegalia polyphylla"
1,"Acacia riparia","Senegalia polyphylla"
1,"Acacia fluviatilis","Senegalia polyphylla"
1,"Acacia glomerosa","Senegalia polyphylla"
1,"Leucaena boliviana","Senegalia polyphylla"
1,"Acacia amambayensis","Senegalia polyphylla"
1,"Senegalia lobana","Senegalia polyphylla"
1,"Mimosa polyphylla","Senegalia polyphylla"
1,"Acacia hassleri","Senegalia praecox"
1,"Acacia praecox","Senegalia praecox"
1,"Senegalia huilana","Senegalia riparia"
1,"Acacia ortegae","Senegalia riparia"
1,"Senegalia ortegae","Senegalia riparia"
1,"Senegalia acapulcensis","Senegalia riparia"
1,"Acacia pseudoadhaerens","Senegalia riparia"
1,"Senegalia eliasiana","Senegalia riparia"
1,"Acacia tubulifera","Senegalia riparia"
1,"Acacia rynchocarpa","Senegalia riparia"
1,"Acacia riparia","Senegalia riparia"
1,"Acacia quadricostata","Senegalia riparia"
1,"Senegalia cundinamarcae","Senegalia riparia"
1,"Acacia sarmentosa","Senegalia riparia"
1,"Acacia intsioides","Senegalia riparia"
1,"Acacia eliasiana","Senegalia riparia"
1,"Acacia huilana","Senegalia riparia"
1,"Senegalia tubulifera","Senegalia riparia"
